Folded pygeostat_saved_data                    
           5
X                                       
Y                                       
Z                                       
Cu                                      
Fold (out of   5)
35217.000000 28206.600000 964.987500 0.308000   1
35217.000000 28206.600000 974.987500 0.372000   5
35217.000000 28206.600000 984.987500 0.416720   3
35217.000000 28206.600000 1004.987000 0.367410   4
35217.000000 28206.600000 1014.987000 0.268930   1
35217.000000 28206.600000 1024.988000 0.205760   5
35337.100000 28261.100000 837.637600 0.128030   4
35337.100000 28261.100000 847.637600 0.244790   1
35337.100000 28261.100000 867.637600 0.210710   5
35337.100000 28261.100000 877.637600 0.221990   3
35337.100000 28261.100000 887.637600 0.156820   1
35337.100000 28261.100000 897.637600 0.242480   4
35337.100000 28261.100000 907.637600 0.168530   3
35337.100000 28261.100000 917.637600 0.234900   1
35337.100000 28261.100000 937.637600 0.123310   3
35337.100000 28261.100000 947.637600 0.140440   5
35337.100000 28261.100000 957.637600 0.182730   4
35337.100000 28261.100000 977.637600 0.165190   3
35337.100000 28261.100000 987.637600 0.178400   1
35337.100000 28261.100000 997.637600 0.778190   5
35337.100000 28261.100000 1017.638000 0.216580   4
35337.100000 28261.100000 1027.638000 0.323300   3
35337.100000 28261.100000 1037.638000 0.298610   1
35337.100000 28261.100000 1057.638000 0.997610   5
35337.100000 28261.100000 1067.638000 1.278000   4
35337.100000 28261.100000 1077.638000 0.636180   3
35337.100000 28261.100000 1097.638000 0.640320   1
35333.300000 28324.100000 934.087500 0.259010   5
35333.300000 28324.100000 944.087500 0.267670   4
35333.300000 28324.100000 974.087500 0.218410   3
35333.300000 28324.100000 984.087500 0.188210   1
35333.300000 28324.100000 994.087500 0.192880   5
35333.300000 28324.100000 1004.088000 0.223720   4
35333.300000 28324.100000 1014.088000 0.215100   1
35333.300000 28324.100000 1024.088000 0.288410   5
35333.300000 28324.100000 1034.088000 0.300920   3
35333.300000 28324.100000 1054.088000 0.264810   3
35333.300000 28324.100000 1064.088000 0.337140   4
35333.300000 28324.100000 1074.088000 0.239910   1
35333.300000 28324.100000 1094.088000 0.490980   4
35333.300000 28324.100000 1104.088000 0.935490   3
35333.300000 28324.100000 1114.088000 1.430000   5
35085.300000 28198.900000 702.987500 0.453020   4
35085.300000 28198.900000 712.987500 0.412400   5
35085.300000 28198.900000 722.987500 0.448330   1
35085.300000 28198.900000 732.987500 0.401740   3
35085.300000 28198.900000 762.987500 0.409990   4
35085.300000 28198.900000 772.987500 0.403080   4
35085.300000 28198.900000 782.987500 0.281390   5
35085.300000 28198.900000 792.987500 0.329820   3
35085.300000 28198.900000 802.987500 0.290390   1
35085.300000 28198.900000 812.987500 0.225670   5
35085.300000 28198.900000 832.987500 0.296610   3
35085.300000 28198.900000 842.987500 0.296790   1
35085.300000 28198.900000 852.987500 0.232350   4
35085.300000 28198.900000 862.987500 0.299490   4
35085.300000 28198.900000 882.987500 0.553200   5
35085.300000 28198.900000 892.987500 0.540520   1
35085.300000 28198.900000 902.987500 0.480200   5
35085.300000 28198.900000 912.987500 0.726900   3
35085.300000 28198.900000 932.987500 0.461100   4
35085.300000 28198.900000 952.987500 0.561170   1
35085.300000 28198.900000 962.987500 0.418150   3
35085.300000 28198.900000 972.987500 0.580000   4
35085.300000 28198.900000 982.987500 0.506000   5
35085.300000 28198.900000 992.987500 0.440110   1
35085.300000 28198.900000 1012.987000 0.413530   3
35454.300000 28194.100000 720.925000 0.501470   1
35454.300000 28194.100000 730.925000 0.550950   4
35454.300000 28194.100000 750.925000 0.321580   5
35454.300000 28194.100000 760.925000 0.224950   3
35454.300000 28194.100000 770.925000 0.074950   1
35454.300000 28194.100000 780.925000 0.111600   4
35454.300000 28194.100000 800.925000 0.345450   5
35454.300000 28194.100000 810.925000 0.383250   1
35454.300000 28194.100000 820.925000 0.581150   3
35454.300000 28194.100000 830.925000 0.492520   4
35454.300000 28194.100000 840.925000 0.244500   1
35454.300000 28194.100000 860.925000 0.531750   5
35454.300000 28194.100000 870.925000 0.356800   4
